nb_sow, date, nb_S, nb_IN, nb_IP, nb_CP, nb_S_o, nb_IN_o, nb_IP_o, nb_CP_o, seed
60.0,122.0,660.0,0.0,236.0,365.0,0.0,0.0,0.0,0.0,0
60.0,122.0,660.0,0.0,113.0,488.0,0.0,0.0,0.0,0.0,6
60.0,122.0,660.0,0.0,118.0,483.0,0.0,0.0,0.0,0.0,8
60.0,122.0,660.0,0.0,118.0,483.0,0.0,0.0,0.0,0.0,8
60.0,122.0,660.0,0.0,199.0,402.0,0.0,0.0,0.0,0.0,1
59.0,154.0,0.0,362.0,197.0,90.0,0.0,35.0,188.0,368.0,3
59.0,154.0,0.0,328.0,245.0,76.0,0.0,38.0,223.0,330.0,9
59.0,154.0,0.0,331.0,218.0,100.0,0.0,36.0,197.0,358.0,1
59.0,154.0,0.0,331.0,218.0,100.0,0.0,36.0,197.0,358.0,1
59.0,154.0,0.0,342.0,234.0,73.0,0.0,36.0,236.0,319.0,0
59.0,147.0,104.0,532.0,116.0,488.0,0.0,0.0,0.0,0.0,2
59.0,147.0,51.0,582.0,127.0,480.0,0.0,0.0,0.0,0.0,7
59.0,147.0,93.0,536.0,210.0,401.0,0.0,0.0,0.0,0.0,3
59.0,147.0,52.0,577.0,185.0,426.0,0.0,0.0,0.0,0.0,4
59.0,147.0,66.0,565.0,258.0,351.0,0.0,0.0,0.0,0.0,0
59.0,122.0,649.0,0.0,248.0,343.0,0.0,0.0,0.0,0.0,9
59.0,122.0,649.0,0.0,98.0,493.0,0.0,0.0,0.0,0.0,7
59.0,122.0,649.0,0.0,248.0,343.0,0.0,0.0,0.0,0.0,9
59.0,122.0,649.0,0.0,108.0,483.0,0.0,0.0,0.0,0.0,6
59.0,122.0,649.0,0.0,108.0,483.0,0.0,0.0,0.0,0.0,6
58.0,154.0,0.0,345.0,233.0,60.0,0.0,35.0,230.0,316.0,9
58.0,154.0,0.0,325.0,165.0,148.0,0.0,35.0,111.0,435.0,2
58.0,154.0,0.0,328.0,215.0,95.0,0.0,36.0,166.0,379.0,3
58.0,154.0,0.0,350.0,201.0,87.0,0.0,38.0,181.0,362.0,4
58.0,147.0,58.0,558.0,137.0,466.0,0.0,0.0,0.0,0.0,6
58.0,154.0,0.0,362.0,182.0,94.0,0.0,36.0,174.0,371.0,1
58.0,147.0,135.0,490.0,127.0,467.0,0.0,0.0,0.0,0.0,7
58.0,147.0,67.0,554.0,200.0,398.0,0.0,0.0,0.0,0.0,4
58.0,147.0,135.0,490.0,127.0,467.0,0.0,0.0,0.0,0.0,7
58.0,147.0,58.0,558.0,137.0,466.0,0.0,0.0,0.0,0.0,6
58.0,122.0,638.0,0.0,96.0,485.0,0.0,0.0,0.0,0.0,7
58.0,122.0,638.0,0.0,184.0,397.0,0.0,0.0,0.0,0.0,4
58.0,122.0,638.0,0.0,184.0,397.0,0.0,0.0,0.0,0.0,4
58.0,122.0,638.0,0.0,184.0,397.0,0.0,0.0,0.0,0.0,1
58.0,122.0,638.0,0.0,258.0,323.0,0.0,0.0,0.0,0.0,9
57.0,154.0,0.0,335.0,207.0,85.0,0.0,33.0,174.0,364.0,1
57.0,154.0,0.0,348.0,209.0,70.0,0.0,47.0,197.0,327.0,0
57.0,154.0,0.0,324.0,160.0,143.0,0.0,35.0,118.0,418.0,8
57.0,154.0,0.0,351.0,144.0,132.0,0.0,39.0,112.0,420.0,2
57.0,154.0,0.0,345.0,208.0,74.0,0.0,38.0,208.0,325.0,9
57.0,147.0,53.0,558.0,246.0,341.0,0.0,0.0,0.0,0.0,5
57.0,147.0,61.0,542.0,138.0,457.0,0.0,0.0,0.0,0.0,2
57.0,147.0,61.0,542.0,138.0,457.0,0.0,0.0,0.0,0.0,2
57.0,147.0,61.0,542.0,138.0,457.0,0.0,0.0,0.0,0.0,2
57.0,147.0,53.0,558.0,246.0,341.0,0.0,0.0,0.0,0.0,5
57.0,122.0,627.0,0.0,224.0,347.0,0.0,0.0,0.0,0.0,0
57.0,122.0,627.0,0.0,107.0,464.0,0.0,0.0,0.0,0.0,7
57.0,122.0,627.0,0.0,123.0,448.0,0.0,0.0,0.0,0.0,8
57.0,122.0,627.0,0.0,123.0,448.0,0.0,0.0,0.0,0.0,8
57.0,122.0,627.0,0.0,239.0,332.0,0.0,0.0,0.0,0.0,9
56.0,154.0,0.0,314.0,212.0,90.0,0.0,39.0,166.0,356.0,3
56.0,154.0,0.0,313.0,154.0,149.0,0.0,37.0,91.0,433.0,2
56.0,154.0,0.0,323.0,167.0,126.0,0.0,23.0,112.0,426.0,8
56.0,154.0,0.0,326.0,151.0,139.0,0.0,35.0,108.0,418.0,6
56.0,154.0,0.0,318.0,209.0,89.0,0.0,40.0,180.0,341.0,1
56.0,147.0,74.0,522.0,244.0,337.0,0.0,0.0,0.0,0.0,5
56.0,147.0,74.0,522.0,244.0,337.0,0.0,0.0,0.0,0.0,5
56.0,147.0,113.0,486.0,210.0,368.0,0.0,0.0,0.0,0.0,4
56.0,147.0,74.0,522.0,244.0,337.0,0.0,0.0,0.0,0.0,5
56.0,147.0,87.0,513.0,96.0,481.0,0.0,0.0,0.0,0.0,8
56.0,122.0,616.0,1.0,226.0,334.0,0.0,0.0,0.0,0.0,9
56.0,122.0,616.0,1.0,166.0,394.0,0.0,0.0,0.0,0.0,4
56.0,122.0,616.0,0.0,98.0,463.0,0.0,0.0,0.0,0.0,6
56.0,122.0,616.0,1.0,84.0,476.0,0.0,0.0,0.0,0.0,8
56.0,122.0,616.0,0.0,220.0,341.0,0.0,0.0,0.0,0.0,0
55.0,154.0,0.0,315.0,205.0,85.0,0.0,38.0,172.0,341.0,1
55.0,154.0,0.0,316.0,200.0,89.0,0.0,38.0,165.0,348.0,4
55.0,154.0,0.0,315.0,205.0,85.0,0.0,38.0,172.0,341.0,1
55.0,154.0,0.0,321.0,193.0,91.0,0.0,33.0,177.0,341.0,3
55.0,154.0,0.0,310.0,235.0,60.0,0.0,36.0,217.0,298.0,5
55.0,147.0,74.0,504.0,227.0,351.0,0.0,0.0,0.0,0.0,9
55.0,147.0,130.0,462.0,109.0,455.0,0.0,0.0,0.0,0.0,8
55.0,147.0,88.0,497.0,205.0,366.0,0.0,0.0,0.0,0.0,1
55.0,147.0,73.0,521.0,234.0,328.0,0.0,0.0,0.0,0.0,0
54.0,154.0,0.0,324.0,200.0,70.0,1.0,30.0,222.0,288.0,0
55.0,122.0,605.0,0.0,228.0,323.0,0.0,0.0,0.0,0.0,5
55.0,122.0,605.0,0.0,156.0,395.0,0.0,0.0,0.0,0.0,1
54.0,154.0,0.0,314.0,199.0,81.0,0.0,36.0,178.0,327.0,1
55.0,147.0,81.0,505.0,190.0,380.0,0.0,0.0,0.0,0.0,4
55.0,122.0,605.0,0.0,227.0,324.0,0.0,0.0,0.0,0.0,0
55.0,122.0,605.0,0.0,102.0,449.0,0.0,0.0,0.0,0.0,8
55.0,122.0,605.0,0.0,114.0,437.0,0.0,0.0,0.0,0.0,6
54.0,154.0,0.0,343.0,185.0,66.0,0.0,33.0,173.0,335.0,4
54.0,154.0,0.0,329.0,137.0,128.0,0.0,29.0,91.0,421.0,8
54.0,154.0,0.0,343.0,185.0,66.0,0.0,33.0,173.0,335.0,4
54.0,122.0,594.0,0.0,155.0,386.0,0.0,0.0,0.0,0.0,3
54.0,147.0,83.0,496.0,125.0,431.0,0.0,0.0,0.0,0.0,6
54.0,147.0,129.0,453.0,183.0,370.0,0.0,0.0,0.0,0.0,1
54.0,122.0,594.0,0.0,171.0,370.0,0.0,0.0,0.0,0.0,4
54.0,147.0,110.0,471.0,206.0,348.0,0.0,0.0,0.0,0.0,4
54.0,122.0,594.0,0.0,78.0,463.0,0.0,0.0,0.0,0.0,8
54.0,147.0,70.0,508.0,114.0,443.0,0.0,0.0,0.0,0.0,7
54.0,147.0,129.0,453.0,183.0,370.0,0.0,0.0,0.0,0.0,1
54.0,122.0,594.0,0.0,108.0,433.0,0.0,0.0,0.0,0.0,2
54.0,122.0,594.0,0.0,79.0,462.0,0.0,0.0,0.0,0.0,7
53.0,154.0,0.0,297.0,226.0,60.0,0.0,35.0,203.0,293.0,9
53.0,154.0,0.0,323.0,152.0,108.0,0.0,29.0,114.0,388.0,8
53.0,147.0,127.0,437.0,249.0,301.0,0.0,0.0,0.0,0.0,0
53.0,154.0,0.0,304.0,207.0,72.0,0.0,38.0,194.0,299.0,5
53.0,154.0,0.0,306.0,200.0,77.0,0.0,32.0,211.0,288.0,0
53.0,147.0,111.0,461.0,171.0,371.0,0.0,0.0,0.0,0.0,4
53.0,154.0,0.0,297.0,226.0,60.0,0.0,35.0,203.0,293.0,9
53.0,147.0,73.0,494.0,176.0,371.0,0.0,0.0,0.0,0.0,1
53.0,147.0,76.0,485.0,129.0,424.0,0.0,0.0,0.0,0.0,8
53.0,147.0,111.0,461.0,171.0,371.0,0.0,0.0,0.0,0.0,4
53.0,122.0,583.0,0.0,222.0,309.0,0.0,0.0,0.0,0.0,9
53.0,122.0,583.0,0.0,146.0,385.0,0.0,0.0,0.0,0.0,3
53.0,122.0,583.0,0.0,105.0,426.0,0.0,0.0,0.0,0.0,7
53.0,122.0,583.0,0.0,99.0,432.0,0.0,0.0,0.0,0.0,6
53.0,122.0,583.0,0.0,222.0,309.0,0.0,0.0,0.0,0.0,9
52.0,154.0,0.0,322.0,133.0,117.0,0.0,35.0,83.0,403.0,8
52.0,154.0,0.0,309.0,207.0,56.0,0.0,35.0,197.0,289.0,5
52.0,154.0,0.0,309.0,203.0,60.0,0.0,31.0,206.0,284.0,9
52.0,154.0,0.0,309.0,207.0,56.0,0.0,35.0,197.0,289.0,5
52.0,154.0,0.0,302.0,150.0,120.0,0.0,35.0,91.0,395.0,6
52.0,147.0,102.0,448.0,217.0,326.0,0.0,0.0,0.0,0.0,5
52.0,147.0,102.0,448.0,217.0,326.0,0.0,0.0,0.0,0.0,5
52.0,147.0,102.0,448.0,217.0,326.0,0.0,0.0,0.0,0.0,5
52.0,147.0,88.0,473.0,111.0,421.0,0.0,0.0,0.0,0.0,7
52.0,147.0,88.0,473.0,111.0,421.0,0.0,0.0,0.0,0.0,7
52.0,122.0,572.0,1.0,202.0,318.0,0.0,0.0,0.0,0.0,5
52.0,122.0,572.0,0.0,147.0,374.0,0.0,0.0,0.0,0.0,4
52.0,122.0,572.0,0.0,97.0,424.0,0.0,0.0,0.0,0.0,6
52.0,122.0,572.0,0.0,97.0,424.0,0.0,0.0,0.0,0.0,6
52.0,122.0,572.0,0.0,202.0,319.0,0.0,0.0,0.0,0.0,9
51.0,154.0,0.0,333.0,131.0,97.0,0.0,32.0,97.0,382.0,7
51.0,154.0,0.0,314.0,163.0,84.0,0.0,34.0,149.0,328.0,4
51.0,154.0,0.0,314.0,163.0,84.0,0.0,34.0,149.0,328.0,4
51.0,147.0,132.0,422.0,146.0,372.0,0.0,0.0,0.0,0.0,4
51.0,147.0,129.0,421.0,175.0,347.0,0.0,0.0,0.0,0.0,3
51.0,154.0,0.0,299.0,134.0,128.0,0.0,32.0,99.0,380.0,8
51.0,154.0,0.0,284.0,146.0,131.0,0.0,31.0,103.0,377.0,6
51.0,147.0,90.0,459.0,203.0,320.0,0.0,0.0,0.0,0.0,0
51.0,147.0,88.0,451.0,211.0,322.0,0.0,0.0,0.0,0.0,9
51.0,147.0,90.0,458.0,219.0,305.0,0.0,0.0,0.0,0.0,5
51.0,122.0,561.0,0.0,102.0,409.0,0.0,0.0,0.0,0.0,2
51.0,122.0,561.0,0.0,146.0,365.0,0.0,0.0,0.0,0.0,1
51.0,122.0,561.0,0.0,89.0,422.0,0.0,0.0,0.0,0.0,8
51.0,122.0,561.0,0.0,102.0,409.0,0.0,0.0,0.0,0.0,2
51.0,122.0,561.0,0.0,195.0,316.0,0.0,0.0,0.0,0.0,9
50.0,154.0,0.0,274.0,164.0,112.0,0.0,27.0,95.0,379.0,2
50.0,154.0,0.0,321.0,174.0,55.0,0.0,30.0,207.0,264.0,0
50.0,154.0,0.0,274.0,164.0,112.0,0.0,27.0,95.0,379.0,2
50.0,154.0,0.0,310.0,134.0,106.0,0.0,35.0,107.0,359.0,8
50.0,154.0,0.0,305.0,189.0,56.0,0.0,32.0,207.0,262.0,5
50.0,147.0,123.0,418.0,171.0,339.0,0.0,0.0,0.0,0.0,4
50.0,147.0,117.0,415.0,125.0,394.0,0.0,0.0,0.0,0.0,6
50.0,147.0,87.0,453.0,90.0,421.0,0.0,0.0,0.0,0.0,2
50.0,147.0,117.0,415.0,125.0,394.0,0.0,0.0,0.0,0.0,6
50.0,147.0,90.0,445.0,174.0,342.0,0.0,0.0,0.0,0.0,3
50.0,122.0,550.0,0.0,210.0,291.0,0.0,0.0,0.0,0.0,9
50.0,122.0,550.0,0.0,157.0,344.0,0.0,0.0,0.0,0.0,3
50.0,122.0,550.0,0.0,72.0,429.0,0.0,0.0,0.0,0.0,6
50.0,122.0,550.0,0.0,210.0,291.0,0.0,0.0,0.0,0.0,9
50.0,122.0,550.0,0.0,165.0,336.0,0.0,0.0,0.0,0.0,4
49.0,154.0,0.0,282.0,143.0,114.0,0.0,31.0,87.0,373.0,7
49.0,154.0,0.0,290.0,195.0,54.0,0.0,34.0,190.0,267.0,5
49.0,154.0,0.0,285.0,172.0,82.0,0.0,30.0,170.0,291.0,3
49.0,154.0,0.0,290.0,195.0,54.0,0.0,34.0,190.0,267.0,5
49.0,147.0,213.0,316.0,201.0,300.0,0.0,0.0,0.0,0.0,9
49.0,154.0,0.0,290.0,195.0,54.0,0.0,34.0,190.0,267.0,5
49.0,147.0,213.0,316.0,201.0,300.0,0.0,0.0,0.0,0.0,9
49.0,147.0,179.0,349.0,163.0,339.0,0.0,0.0,0.0,0.0,4
49.0,147.0,179.0,349.0,163.0,339.0,0.0,0.0,0.0,0.0,4
49.0,147.0,83.0,440.0,214.0,293.0,0.0,0.0,0.0,0.0,0
49.0,122.0,539.0,0.0,138.0,353.0,0.0,0.0,0.0,0.0,1
49.0,122.0,539.0,0.0,222.0,269.0,0.0,0.0,0.0,0.0,5
49.0,122.0,539.0,0.0,161.0,330.0,0.0,0.0,0.0,0.0,4
49.0,122.0,539.0,0.0,138.0,353.0,0.0,0.0,0.0,0.0,1
49.0,122.0,539.0,0.0,138.0,353.0,0.0,0.0,0.0,0.0,1
48.0,154.0,0.0,289.0,137.0,102.0,0.0,34.0,95.0,352.0,8
48.0,154.0,0.0,268.0,174.0,86.0,0.0,30.0,170.0,281.0,3
48.0,154.0,0.0,296.0,169.0,63.0,0.0,32.0,192.0,257.0,9
48.0,154.0,0.0,270.0,209.0,49.0,0.0,39.0,195.0,247.0,5
48.0,154.0,0.0,293.0,155.0,80.0,0.0,28.0,133.0,320.0,1
48.0,147.0,111.0,408.0,148.0,342.0,0.0,0.0,0.0,0.0,1
48.0,147.0,111.0,408.0,148.0,342.0,0.0,0.0,0.0,0.0,1
47.0,147.0,180.0,331.0,192.0,285.0,0.0,0.0,0.0,0.0,9
48.0,147.0,118.0,398.0,171.0,322.0,0.0,0.0,0.0,0.0,3
47.0,147.0,135.0,368.0,144.0,341.0,0.0,0.0,0.0,0.0,4
48.0,122.0,528.0,0.0,194.0,287.0,0.0,0.0,0.0,0.0,5
48.0,147.0,105.0,410.0,108.0,386.0,0.0,0.0,0.0,0.0,2
48.0,147.0,170.0,349.0,106.0,384.0,0.0,0.0,0.0,0.0,6
47.0,154.0,0.0,270.0,147.0,100.0,0.0,25.0,103.0,343.0,8
47.0,154.0,0.0,277.0,189.0,51.0,0.0,33.0,164.0,274.0,0
48.0,122.0,528.0,0.0,144.0,337.0,0.0,0.0,0.0,0.0,4
48.0,122.0,528.0,0.0,96.0,385.0,0.0,0.0,0.0,0.0,2
47.0,154.0,0.0,258.0,135.0,124.0,0.0,27.0,87.0,357.0,2
48.0,122.0,528.0,0.0,193.0,288.0,0.0,0.0,0.0,0.0,9
47.0,154.0,0.0,284.0,116.0,117.0,0.0,32.0,87.0,352.0,6
47.0,154.0,0.0,273.0,179.0,65.0,0.0,24.0,154.0,293.0,1
48.0,122.0,528.0,0.0,96.0,385.0,0.0,0.0,0.0,0.0,2
47.0,147.0,142.0,363.0,87.0,396.0,0.0,0.0,0.0,0.0,2
47.0,147.0,170.0,340.0,112.0,366.0,0.0,0.0,0.0,0.0,6
47.0,122.0,517.0,0.0,186.0,285.0,0.0,0.0,0.0,0.0,0
47.0,122.0,517.0,0.0,187.0,284.0,0.0,0.0,0.0,0.0,9
47.0,147.0,180.0,331.0,192.0,285.0,0.0,0.0,0.0,0.0,9
47.0,122.0,517.0,0.0,134.0,337.0,0.0,0.0,0.0,0.0,4
47.0,122.0,517.0,0.0,80.0,391.0,0.0,0.0,0.0,0.0,7
47.0,122.0,517.0,0.0,80.0,391.0,0.0,0.0,0.0,0.0,7
46.0,154.0,0.0,268.0,179.0,59.0,0.0,34.0,170.0,257.0,5
46.0,154.0,0.0,291.0,112.0,103.0,0.0,30.0,94.0,337.0,2
46.0,154.0,0.0,268.0,132.0,106.0,0.0,37.0,74.0,350.0,6
46.0,154.0,0.0,276.0,172.0,58.0,1.0,27.0,177.0,256.0,0
46.0,154.0,0.0,276.0,172.0,58.0,1.0,27.0,177.0,256.0,0
46.0,147.0,190.0,311.0,81.0,385.0,0.0,0.0,0.0,0.0,8
46.0,147.0,208.0,294.0,80.0,385.0,0.0,0.0,0.0,0.0,7
46.0,147.0,203.0,288.0,202.0,274.0,0.0,0.0,0.0,0.0,5
46.0,147.0,229.0,275.0,176.0,287.0,0.0,0.0,0.0,0.0,9
46.0,122.0,506.0,0.0,91.0,370.0,0.0,0.0,0.0,0.0,6
46.0,147.0,155.0,344.0,155.0,313.0,0.0,0.0,0.0,0.0,3
46.0,122.0,506.0,0.0,183.0,278.0,0.0,0.0,0.0,0.0,5
46.0,122.0,506.0,0.0,77.0,384.0,0.0,0.0,0.0,0.0,8
46.0,122.0,506.0,0.0,183.0,278.0,0.0,0.0,0.0,0.0,5
46.0,122.0,506.0,0.0,139.0,322.0,0.0,0.0,0.0,0.0,3
45.0,154.0,0.0,268.0,151.0,76.0,0.0,28.0,135.0,288.0,4
45.0,154.0,0.0,275.0,169.0,51.0,0.0,30.0,172.0,249.0,5
45.0,154.0,0.0,262.0,161.0,72.0,0.0,28.0,140.0,283.0,1
45.0,154.0,0.0,262.0,161.0,72.0,0.0,28.0,140.0,283.0,1
45.0,147.0,126.0,361.0,82.0,377.0,0.0,0.0,0.0,0.0,7
45.0,154.0,0.0,271.0,179.0,45.0,0.0,28.0,183.0,240.0,0
45.0,147.0,200.0,286.0,144.0,316.0,0.0,0.0,0.0,0.0,4
45.0,147.0,228.0,261.0,190.0,267.0,0.0,0.0,0.0,0.0,5
45.0,147.0,126.0,361.0,82.0,377.0,0.0,0.0,0.0,0.0,7
45.0,147.0,126.0,361.0,82.0,377.0,0.0,0.0,0.0,0.0,7
45.0,122.0,495.0,0.0,94.0,357.0,0.0,0.0,0.0,0.0,8
45.0,122.0,495.0,0.0,197.0,254.0,0.0,0.0,0.0,0.0,5
45.0,122.0,495.0,1.0,155.0,295.0,0.0,0.0,0.0,0.0,9
45.0,122.0,495.0,0.0,91.0,360.0,0.0,0.0,0.0,0.0,6
45.0,122.0,495.0,0.0,94.0,357.0,0.0,0.0,0.0,0.0,8
44.0,154.0,0.0,267.0,148.0,69.0,0.0,31.0,145.0,265.0,1
44.0,154.0,0.0,262.0,128.0,94.0,0.0,23.0,71.0,347.0,8
44.0,154.0,0.0,262.0,128.0,94.0,0.0,23.0,71.0,347.0,8
44.0,154.0,0.0,258.0,174.0,52.0,0.0,31.0,176.0,234.0,0
44.0,154.0,0.0,261.0,166.0,57.0,1.0,26.0,135.0,279.0,3
44.0,147.0,174.0,301.0,86.0,364.0,0.0,0.0,0.0,0.0,7
44.0,147.0,175.0,296.0,92.0,362.0,0.0,0.0,0.0,0.0,8
44.0,147.0,174.0,301.0,86.0,364.0,0.0,0.0,0.0,0.0,7
44.0,147.0,176.0,299.0,85.0,365.0,0.0,0.0,0.0,0.0,2
44.0,147.0,179.0,296.0,152.0,298.0,0.0,0.0,0.0,0.0,3
44.0,122.0,484.0,0.0,188.0,253.0,0.0,0.0,0.0,0.0,0
44.0,122.0,484.0,0.0,131.0,310.0,0.0,0.0,0.0,0.0,3
44.0,122.0,484.0,0.0,80.0,361.0,0.0,0.0,0.0,0.0,7
44.0,122.0,484.0,0.0,180.0,261.0,0.0,0.0,0.0,0.0,5
44.0,122.0,484.0,0.0,131.0,310.0,0.0,0.0,0.0,0.0,3
43.0,154.0,0.0,254.0,126.0,93.0,0.0,32.0,80.0,319.0,8
43.0,154.0,0.0,272.0,157.0,44.0,0.0,34.0,160.0,237.0,0
43.0,154.0,0.0,277.0,108.0,88.0,0.0,27.0,76.0,328.0,2
43.0,154.0,0.0,272.0,157.0,44.0,0.0,34.0,160.0,237.0,0
43.0,154.0,0.0,272.0,157.0,44.0,0.0,34.0,160.0,237.0,0
43.0,147.0,247.0,223.0,91.0,343.0,0.0,0.0,0.0,0.0,7
43.0,147.0,247.0,223.0,91.0,343.0,0.0,0.0,0.0,0.0,7
43.0,147.0,189.0,276.0,188.0,251.0,0.0,0.0,0.0,0.0,9
43.0,147.0,247.0,223.0,91.0,343.0,0.0,0.0,0.0,0.0,7
43.0,147.0,142.0,321.0,167.0,274.0,0.0,0.0,0.0,0.0,5
43.0,122.0,473.0,0.0,168.0,263.0,0.0,0.0,0.0,0.0,9
43.0,122.0,473.0,0.0,74.0,357.0,0.0,0.0,0.0,0.0,8
43.0,122.0,473.0,0.0,148.0,283.0,0.0,0.0,0.0,0.0,1
43.0,122.0,473.0,0.0,78.0,353.0,0.0,0.0,0.0,0.0,6
43.0,122.0,473.0,0.0,168.0,263.0,0.0,0.0,0.0,0.0,9
42.0,154.0,0.0,234.0,123.0,105.0,0.0,26.0,75.0,320.0,7
42.0,154.0,0.0,257.0,140.0,65.0,1.0,30.0,133.0,257.0,3
42.0,154.0,0.0,262.0,105.0,95.0,0.0,24.0,77.0,320.0,6
42.0,154.0,0.0,257.0,140.0,65.0,1.0,30.0,133.0,257.0,3
42.0,154.0,0.0,267.0,143.0,52.0,1.0,33.0,113.0,274.0,4
42.0,147.0,212.0,246.0,86.0,339.0,0.0,0.0,0.0,0.0,2
42.0,147.0,194.0,260.0,170.0,259.0,0.0,0.0,0.0,0.0,5
42.0,147.0,232.0,223.0,162.0,266.0,0.0,0.0,0.0,0.0,1
42.0,147.0,232.0,223.0,162.0,266.0,0.0,0.0,0.0,0.0,1
42.0,147.0,165.0,294.0,177.0,247.0,0.0,0.0,0.0,0.0,0
42.0,122.0,462.0,0.0,73.0,348.0,0.0,0.0,0.0,0.0,6
42.0,122.0,462.0,0.0,145.0,276.0,0.0,0.0,0.0,0.0,4
42.0,122.0,462.0,0.0,84.0,337.0,0.0,0.0,0.0,0.0,7
42.0,122.0,462.0,0.0,171.0,250.0,0.0,0.0,0.0,0.0,0
42.0,122.0,462.0,2.0,70.0,349.0,0.0,0.0,0.0,0.0,8
41.0,154.0,0.0,271.0,133.0,47.0,0.0,28.0,125.0,258.0,4
41.0,154.0,0.0,252.0,104.0,95.0,1.0,22.0,84.0,304.0,6
41.0,154.0,0.0,248.0,155.0,48.0,0.0,27.0,161.0,223.0,5
41.0,154.0,0.0,261.0,97.0,93.0,0.0,27.0,69.0,315.0,7
41.0,147.0,219.0,226.0,118.0,299.0,0.0,0.0,0.0,0.0,4
41.0,154.0,0.0,259.0,141.0,51.0,0.0,26.0,163.0,222.0,9
41.0,147.0,289.0,158.0,82.0,333.0,0.0,0.0,0.0,0.0,6
41.0,147.0,156.0,287.0,121.0,298.0,0.0,0.0,0.0,0.0,3
41.0,147.0,289.0,158.0,82.0,333.0,0.0,0.0,0.0,0.0,6
41.0,147.0,209.0,235.0,71.0,347.0,0.0,0.0,0.0,0.0,7
41.0,122.0,451.0,1.0,87.0,323.0,0.0,0.0,0.0,0.0,8
41.0,122.0,451.0,0.0,168.0,243.0,0.0,0.0,0.0,0.0,9
41.0,122.0,451.0,0.0,137.0,274.0,0.0,0.0,0.0,0.0,4
41.0,122.0,451.0,0.0,164.0,247.0,0.0,0.0,0.0,0.0,5
41.0,122.0,451.0,0.0,139.0,272.0,0.0,0.0,0.0,0.0,1
40.0,154.0,0.0,230.0,159.0,51.0,0.0,24.0,163.0,214.0,5
40.0,154.0,0.0,232.0,140.0,68.0,0.0,26.0,124.0,251.0,1
40.0,154.0,0.0,232.0,140.0,68.0,0.0,26.0,124.0,251.0,1
40.0,154.0,0.0,231.0,136.0,73.0,0.0,28.0,123.0,250.0,3
40.0,154.0,0.0,242.0,118.0,80.0,0.0,23.0,81.0,297.0,6
40.0,147.0,177.0,254.0,80.0,330.0,0.0,0.0,0.0,0.0,7
40.0,147.0,203.0,231.0,139.0,268.0,0.0,0.0,0.0,0.0,3
40.0,147.0,178.0,253.0,170.0,240.0,0.0,0.0,0.0,0.0,5
40.0,147.0,220.0,216.0,82.0,323.0,0.0,0.0,0.0,0.0,2
40.0,147.0,220.0,216.0,82.0,323.0,0.0,0.0,0.0,0.0,2
40.0,122.0,440.0,0.0,132.0,269.0,0.0,0.0,0.0,0.0,4
40.0,122.0,440.0,0.0,86.0,315.0,0.0,0.0,0.0,0.0,7
40.0,122.0,440.0,0.0,126.0,275.0,0.0,0.0,0.0,0.0,1
40.0,122.0,440.0,0.0,86.0,315.0,0.0,0.0,0.0,0.0,7
40.0,122.0,440.0,0.0,132.0,269.0,0.0,0.0,0.0,0.0,4
39.0,154.0,0.0,233.0,139.0,57.0,0.0,31.0,117.0,243.0,1
39.0,154.0,0.0,248.0,139.0,42.0,1.0,29.0,138.0,223.0,9
39.0,154.0,0.0,231.0,107.0,91.0,0.0,29.0,73.0,289.0,7
39.0,154.0,0.0,225.0,121.0,83.0,0.0,24.0,79.0,288.0,2
39.0,147.0,213.0,204.0,136.0,267.0,0.0,0.0,0.0,0.0,1
39.0,154.0,0.0,257.0,135.0,37.0,0.0,28.0,156.0,207.0,5
39.0,147.0,236.0,188.0,75.0,321.0,0.0,0.0,0.0,0.0,8
39.0,147.0,258.0,165.0,126.0,271.0,0.0,0.0,0.0,0.0,4
39.0,147.0,160.0,257.0,95.0,308.0,0.0,0.0,0.0,0.0,7
39.0,147.0,314.0,114.0,156.0,236.0,0.0,0.0,0.0,0.0,5
39.0,122.0,429.0,0.0,75.0,316.0,0.0,0.0,0.0,0.0,8
39.0,122.0,429.0,0.0,177.0,214.0,0.0,0.0,0.0,0.0,5
39.0,122.0,429.0,0.0,111.0,280.0,0.0,0.0,0.0,0.0,1
39.0,122.0,429.0,0.0,72.0,319.0,0.0,0.0,0.0,0.0,6
39.0,122.0,429.0,0.0,112.0,279.0,0.0,0.0,0.0,0.0,4
38.0,154.0,0.0,230.0,131.0,57.0,0.0,20.0,135.0,226.0,1
38.0,154.0,0.0,246.0,127.0,45.0,1.0,22.0,142.0,216.0,5
38.0,154.0,0.0,231.0,144.0,43.0,0.0,27.0,142.0,212.0,0
38.0,147.0,257.0,153.0,81.0,308.0,0.0,0.0,0.0,0.0,6
38.0,154.0,0.0,237.0,108.0,73.0,0.0,25.0,70.0,286.0,6
38.0,154.0,0.0,214.0,118.0,86.0,1.0,28.0,61.0,291.0,7
38.0,147.0,165.0,246.0,68.0,320.0,0.0,0.0,0.0,0.0,7
38.0,147.0,175.0,236.0,119.0,269.0,0.0,0.0,0.0,0.0,4
38.0,147.0,257.0,153.0,81.0,308.0,0.0,0.0,0.0,0.0,6
38.0,147.0,160.0,253.0,124.0,262.0,0.0,0.0,0.0,0.0,3
38.0,122.0,418.0,0.0,115.0,266.0,0.0,0.0,0.0,0.0,3
