nb_sow, date, nb_S, nb_IN, nb_IP, nb_CP, nb_S_o, nb_IN_o, nb_IP_o, nb_CP_o, seed
82.0,147.0,21.0,842.0,298.0,562.0,0.0,0.0,0.0,0.0,1
82.0,122.0,902.0,0.0,261.0,560.0,0.0,0.0,0.0,0.0,4
82.0,122.0,902.0,1.0,156.0,664.0,0.0,0.0,0.0,0.0,7
82.0,122.0,902.0,0.0,164.0,657.0,0.0,0.0,0.0,0.0,6
82.0,122.0,902.0,0.0,348.0,473.0,0.0,0.0,0.0,0.0,9
82.0,122.0,902.0,1.0,269.0,551.0,0.0,0.0,0.0,0.0,3
81.0,154.0,0.0,491.0,315.0,85.0,0.0,55.0,313.0,443.0,9
81.0,154.0,0.0,471.0,319.0,101.0,0.0,55.0,319.0,437.0,5
81.0,147.0,25.0,824.0,292.0,561.0,0.0,0.0,0.0,0.0,1
81.0,154.0,0.0,493.0,295.0,103.0,0.0,54.0,322.0,435.0,0
81.0,154.0,0.0,472.0,236.0,183.0,0.0,51.0,156.0,604.0,6
81.0,147.0,25.0,824.0,292.0,561.0,0.0,0.0,0.0,0.0,1
81.0,147.0,22.0,817.0,304.0,559.0,0.0,0.0,0.0,0.0,3
81.0,147.0,19.0,834.0,203.0,646.0,0.0,0.0,0.0,0.0,8
81.0,154.0,0.0,474.0,235.0,182.0,0.0,55.0,163.0,593.0,8
81.0,147.0,25.0,824.0,292.0,561.0,0.0,0.0,0.0,0.0,1
81.0,122.0,891.0,0.0,150.0,661.0,0.0,0.0,0.0,0.0,2
81.0,122.0,891.0,0.0,234.0,577.0,0.0,0.0,0.0,0.0,3
81.0,122.0,891.0,0.0,321.0,490.0,0.0,0.0,0.0,0.0,9
81.0,122.0,891.0,1.0,312.0,498.0,0.0,0.0,0.0,0.0,0
81.0,122.0,891.0,1.0,312.0,498.0,0.0,0.0,0.0,0.0,0
80.0,154.0,0.0,476.0,265.0,139.0,0.0,56.0,226.0,519.0,1
80.0,154.0,0.0,468.0,293.0,119.0,0.0,47.0,249.0,505.0,3
80.0,154.0,0.0,469.0,213.0,198.0,0.0,54.0,145.0,602.0,8
80.0,154.0,0.0,448.0,336.0,96.0,0.0,52.0,313.0,436.0,5
80.0,147.0,25.0,830.0,269.0,557.0,0.0,0.0,0.0,0.0,3
80.0,154.0,0.0,448.0,336.0,96.0,0.0,52.0,313.0,436.0,5
80.0,147.0,30.0,807.0,277.0,567.0,0.0,0.0,0.0,0.0,4
80.0,147.0,25.0,830.0,269.0,557.0,0.0,0.0,0.0,0.0,3
80.0,147.0,27.0,811.0,186.0,657.0,0.0,0.0,0.0,0.0,7
80.0,147.0,25.0,830.0,269.0,557.0,0.0,0.0,0.0,0.0,3
80.0,122.0,880.0,0.0,151.0,650.0,0.0,0.0,0.0,0.0,8
80.0,122.0,880.0,0.0,152.0,649.0,0.0,0.0,0.0,0.0,2
80.0,122.0,880.0,0.0,266.0,535.0,0.0,0.0,0.0,0.0,3
80.0,122.0,880.0,0.0,145.0,656.0,0.0,0.0,0.0,0.0,7
80.0,122.0,880.0,0.0,145.0,656.0,0.0,0.0,0.0,0.0,7
79.0,154.0,0.0,457.0,222.0,190.0,0.0,58.0,151.0,582.0,6
79.0,154.0,0.0,452.0,220.0,197.0,0.0,54.0,140.0,597.0,2
79.0,154.0,0.0,471.0,303.0,95.0,0.0,54.0,313.0,424.0,5
79.0,154.0,0.0,433.0,244.0,192.0,0.0,49.0,163.0,579.0,8
79.0,154.0,0.0,480.0,305.0,84.0,0.0,47.0,291.0,453.0,0
79.0,147.0,25.0,816.0,161.0,658.0,0.0,0.0,0.0,0.0,2
79.0,147.0,21.0,810.0,303.0,526.0,0.0,0.0,0.0,0.0,1
79.0,147.0,19.0,812.0,278.0,551.0,0.0,0.0,0.0,0.0,3
79.0,147.0,20.0,806.0,360.0,474.0,0.0,0.0,0.0,0.0,9
79.0,147.0,27.0,806.0,271.0,556.0,0.0,0.0,0.0,0.0,4
79.0,122.0,869.0,0.0,254.0,537.0,0.0,0.0,0.0,0.0,4
79.0,122.0,869.0,0.0,313.0,478.0,0.0,0.0,0.0,0.0,0
79.0,122.0,869.0,0.0,313.0,478.0,0.0,0.0,0.0,0.0,0
79.0,122.0,869.0,0.0,238.0,553.0,0.0,0.0,0.0,0.0,3
79.0,122.0,869.0,0.0,142.0,649.0,0.0,0.0,0.0,0.0,7
78.0,154.0,0.0,468.0,287.0,103.0,0.0,51.0,312.0,418.0,0
78.0,154.0,0.0,456.0,269.0,133.0,0.0,38.0,261.0,482.0,3
78.0,154.0,0.0,453.0,317.0,88.0,0.0,45.0,325.0,411.0,5
78.0,154.0,0.0,468.0,287.0,103.0,0.0,51.0,312.0,418.0,0
78.0,154.0,0.0,446.0,285.0,127.0,0.0,47.0,237.0,497.0,4
78.0,147.0,24.0,792.0,374.0,449.0,0.0,0.0,0.0,0.0,9
78.0,147.0,28.0,794.0,347.0,470.0,0.0,0.0,0.0,0.0,5
78.0,147.0,26.0,793.0,190.0,630.0,0.0,0.0,0.0,0.0,6
78.0,147.0,21.0,797.0,273.0,548.0,0.0,0.0,0.0,0.0,3
78.0,147.0,24.0,792.0,374.0,449.0,0.0,0.0,0.0,0.0,9
78.0,122.0,858.0,0.0,248.0,533.0,0.0,0.0,0.0,0.0,1
78.0,122.0,858.0,0.0,306.0,475.0,0.0,0.0,0.0,0.0,9
78.0,122.0,858.0,0.0,153.0,628.0,0.0,0.0,0.0,0.0,8
78.0,122.0,858.0,0.0,248.0,533.0,0.0,0.0,0.0,0.0,1
78.0,122.0,858.0,0.0,248.0,533.0,0.0,0.0,0.0,0.0,1
77.0,154.0,0.0,434.0,279.0,134.0,0.0,52.0,242.0,477.0,1
77.0,154.0,0.0,466.0,247.0,134.0,0.0,48.0,221.0,502.0,3
77.0,154.0,0.0,445.0,308.0,94.0,0.0,46.0,298.0,427.0,9
77.0,154.0,0.0,434.0,279.0,134.0,0.0,52.0,242.0,477.0,1
77.0,154.0,0.0,438.0,297.0,112.0,0.0,51.0,243.0,477.0,4
77.0,147.0,29.0,779.0,331.0,479.0,0.0,0.0,0.0,0.0,5
77.0,147.0,22.0,790.0,186.0,620.0,0.0,0.0,0.0,0.0,7
77.0,147.0,36.0,785.0,174.0,623.0,0.0,0.0,0.0,0.0,2
77.0,147.0,36.0,785.0,174.0,623.0,0.0,0.0,0.0,0.0,2
77.0,147.0,36.0,785.0,174.0,623.0,0.0,0.0,0.0,0.0,2
77.0,122.0,847.0,0.0,150.0,621.0,0.0,0.0,0.0,0.0,8
77.0,122.0,847.0,2.0,302.0,467.0,0.0,0.0,0.0,0.0,9
77.0,122.0,847.0,0.0,330.0,441.0,0.0,0.0,0.0,0.0,0
77.0,122.0,847.0,0.0,330.0,441.0,0.0,0.0,0.0,0.0,0
77.0,122.0,847.0,0.0,132.0,639.0,0.0,0.0,0.0,0.0,2
76.0,154.0,0.0,460.0,190.0,186.0,0.0,46.0,146.0,569.0,8
76.0,154.0,0.0,421.0,318.0,97.0,0.0,55.0,299.0,407.0,0
76.0,154.0,0.0,425.0,289.0,122.0,0.0,48.0,243.0,470.0,3
76.0,154.0,0.0,425.0,289.0,122.0,0.0,48.0,243.0,470.0,3
76.0,154.0,0.0,430.0,216.0,190.0,0.0,47.0,127.0,587.0,6
76.0,147.0,23.0,779.0,350.0,445.0,0.0,0.0,0.0,0.0,5
76.0,147.0,17.0,778.0,270.0,532.0,0.0,0.0,0.0,0.0,1
76.0,147.0,23.0,779.0,350.0,445.0,0.0,0.0,0.0,0.0,5
76.0,147.0,17.0,778.0,270.0,532.0,0.0,0.0,0.0,0.0,1
76.0,147.0,23.0,779.0,350.0,445.0,0.0,0.0,0.0,0.0,5
76.0,122.0,836.0,1.0,309.0,451.0,0.0,0.0,0.0,0.0,5
76.0,122.0,836.0,0.0,260.0,501.0,0.0,0.0,0.0,0.0,3
76.0,122.0,836.0,1.0,309.0,451.0,0.0,0.0,0.0,0.0,5
76.0,122.0,836.0,1.0,139.0,621.0,0.0,0.0,0.0,0.0,2
76.0,122.0,836.0,1.0,139.0,621.0,0.0,0.0,0.0,0.0,2
75.0,154.0,0.0,443.0,255.0,127.0,0.0,38.0,254.0,459.0,1
75.0,154.0,0.0,444.0,256.0,125.0,0.0,53.0,214.0,484.0,3
75.0,154.0,0.0,416.0,201.0,208.0,0.0,57.0,131.0,563.0,7
75.0,154.0,0.0,451.0,201.0,173.0,0.0,44.0,163.0,544.0,6
75.0,154.0,0.0,450.0,282.0,93.0,0.0,52.0,300.0,399.0,9
75.0,147.0,24.0,770.0,168.0,614.0,0.0,0.0,0.0,0.0,7
75.0,147.0,35.0,759.0,266.0,516.0,0.0,0.0,0.0,0.0,3
75.0,147.0,35.0,759.0,266.0,516.0,0.0,0.0,0.0,0.0,3
75.0,147.0,24.0,771.0,280.0,501.0,0.0,0.0,0.0,0.0,4
75.0,147.0,24.0,753.0,344.0,455.0,0.0,0.0,0.0,0.0,5
75.0,122.0,825.0,0.0,295.0,456.0,0.0,0.0,0.0,0.0,0
75.0,122.0,825.0,0.0,137.0,614.0,0.0,0.0,0.0,0.0,2
75.0,122.0,825.0,0.0,295.0,456.0,0.0,0.0,0.0,0.0,0
75.0,122.0,825.0,1.0,146.0,604.0,0.0,0.0,0.0,0.0,8
75.0,122.0,825.0,0.0,135.0,616.0,0.0,0.0,0.0,0.0,6
74.0,154.0,0.0,442.0,184.0,188.0,0.0,41.0,170.0,530.0,7
74.0,154.0,0.0,434.0,249.0,131.0,0.0,47.0,230.0,464.0,3
74.0,154.0,0.0,426.0,219.0,169.0,0.0,48.0,133.0,560.0,8
74.0,154.0,0.0,434.0,249.0,131.0,0.0,47.0,230.0,464.0,3
74.0,154.0,0.0,442.0,184.0,188.0,0.0,41.0,170.0,530.0,7
74.0,147.0,26.0,758.0,255.0,516.0,0.0,0.0,0.0,0.0,1
74.0,147.0,22.0,759.0,323.0,451.0,0.0,0.0,0.0,0.0,9
74.0,147.0,23.0,756.0,333.0,443.0,0.0,0.0,0.0,0.0,0
74.0,147.0,23.0,756.0,333.0,443.0,0.0,0.0,0.0,0.0,0
74.0,147.0,34.0,738.0,272.0,511.0,0.0,0.0,0.0,0.0,4
74.0,122.0,814.0,0.0,219.0,522.0,0.0,0.0,0.0,0.0,1
74.0,122.0,814.0,0.0,300.0,441.0,0.0,0.0,0.0,0.0,9
74.0,122.0,814.0,0.0,120.0,621.0,0.0,0.0,0.0,0.0,2
74.0,122.0,814.0,0.0,311.0,430.0,0.0,0.0,0.0,0.0,5
74.0,122.0,814.0,0.0,287.0,454.0,0.0,0.0,0.0,0.0,0
73.0,154.0,0.0,417.0,199.0,187.0,0.0,50.0,149.0,532.0,2
73.0,154.0,0.0,414.0,270.0,119.0,0.0,47.0,233.0,451.0,4
73.0,154.0,0.0,425.0,293.0,85.0,0.0,45.0,305.0,381.0,5
73.0,154.0,0.0,411.0,283.0,109.0,0.0,51.0,212.0,468.0,1
73.0,154.0,0.0,435.0,192.0,176.0,0.0,51.0,119.0,561.0,8
73.0,122.0,803.0,0.0,137.0,594.0,0.0,0.0,0.0,0.0,6
73.0,147.0,23.0,744.0,187.0,580.0,0.0,0.0,0.0,0.0,6
73.0,147.0,25.0,751.0,252.0,506.0,0.0,0.0,0.0,0.0,3
73.0,147.0,17.0,759.0,149.0,609.0,0.0,0.0,0.0,0.0,8
73.0,147.0,24.0,751.0,169.0,590.0,0.0,0.0,0.0,0.0,7
73.0,122.0,803.0,0.0,153.0,578.0,0.0,0.0,0.0,0.0,7
73.0,122.0,803.0,0.0,292.0,439.0,0.0,0.0,0.0,0.0,0
73.0,122.0,803.0,0.0,286.0,445.0,0.0,0.0,0.0,0.0,9
73.0,147.0,60.0,719.0,252.0,503.0,0.0,0.0,0.0,0.0,1
73.0,122.0,803.0,0.0,286.0,445.0,0.0,0.0,0.0,0.0,9
72.0,154.0,0.0,426.0,255.0,111.0,0.0,41.0,228.0,452.0,3
72.0,154.0,0.0,459.0,177.0,156.0,0.0,46.0,143.0,532.0,2
72.0,154.0,0.0,421.0,203.0,168.0,0.0,39.0,154.0,528.0,6
72.0,154.0,0.0,422.0,290.0,80.0,0.0,44.0,288.0,389.0,5
72.0,154.0,0.0,448.0,227.0,117.0,0.0,53.0,211.0,457.0,4
72.0,147.0,35.0,726.0,331.0,421.0,0.0,0.0,0.0,0.0,5
72.0,122.0,792.0,0.0,295.0,426.0,0.0,0.0,0.0,0.0,0
72.0,147.0,24.0,740.0,151.0,598.0,0.0,0.0,0.0,0.0,8
72.0,147.0,30.0,728.0,297.0,458.0,0.0,0.0,0.0,0.0,9
72.0,147.0,36.0,730.0,247.0,500.0,0.0,0.0,0.0,0.0,4
72.0,122.0,792.0,0.0,239.0,482.0,0.0,0.0,0.0,0.0,3
72.0,122.0,792.0,0.0,238.0,483.0,0.0,0.0,0.0,0.0,4
72.0,122.0,792.0,0.0,239.0,482.0,0.0,0.0,0.0,0.0,3
72.0,122.0,792.0,0.0,239.0,482.0,0.0,0.0,0.0,0.0,3
72.0,147.0,23.0,737.0,144.0,609.0,0.0,0.0,0.0,0.0,2
71.0,154.0,0.0,431.0,247.0,103.0,0.0,49.0,224.0,438.0,4
71.0,154.0,0.0,417.0,244.0,120.0,0.0,45.0,214.0,452.0,1
71.0,154.0,0.0,407.0,194.0,180.0,0.0,44.0,137.0,530.0,6
71.0,154.0,0.0,411.0,281.0,89.0,0.0,47.0,281.0,383.0,9
71.0,154.0,0.0,418.0,205.0,158.0,0.0,48.0,139.0,524.0,8
71.0,147.0,47.0,701.0,152.0,592.0,0.0,0.0,0.0,0.0,7
71.0,147.0,59.0,695.0,158.0,580.0,0.0,0.0,0.0,0.0,8
71.0,147.0,39.0,715.0,148.0,590.0,0.0,0.0,0.0,0.0,2
71.0,147.0,35.0,717.0,313.0,427.0,0.0,0.0,0.0,0.0,5
71.0,147.0,35.0,717.0,313.0,427.0,0.0,0.0,0.0,0.0,5
71.0,122.0,781.0,0.0,113.0,598.0,0.0,0.0,0.0,0.0,8
71.0,122.0,781.0,0.0,113.0,598.0,0.0,0.0,0.0,0.0,8
71.0,122.0,781.0,0.0,128.0,583.0,0.0,0.0,0.0,0.0,6
71.0,122.0,781.0,0.0,128.0,583.0,0.0,0.0,0.0,0.0,6
71.0,122.0,781.0,1.0,130.0,580.0,0.0,0.0,0.0,0.0,2
70.0,154.0,0.0,420.0,200.0,150.0,0.0,35.0,152.0,514.0,6
70.0,154.0,0.0,419.0,268.0,83.0,0.0,44.0,286.0,371.0,5
70.0,154.0,0.0,429.0,183.0,158.0,0.0,47.0,133.0,521.0,7
70.0,154.0,0.0,405.0,210.0,155.0,0.0,50.0,141.0,510.0,8
70.0,154.0,0.0,419.0,268.0,83.0,0.0,44.0,286.0,371.0,5
70.0,147.0,33.0,709.0,229.0,500.0,0.0,0.0,0.0,0.0,4
70.0,147.0,34.0,697.0,315.0,425.0,0.0,0.0,0.0,0.0,9
70.0,147.0,33.0,709.0,229.0,500.0,0.0,0.0,0.0,0.0,4
70.0,147.0,36.0,704.0,160.0,571.0,0.0,0.0,0.0,0.0,2
70.0,147.0,50.0,692.0,255.0,474.0,0.0,0.0,0.0,0.0,3
70.0,122.0,770.0,0.0,125.0,576.0,0.0,0.0,0.0,0.0,2
70.0,122.0,770.0,0.0,227.0,474.0,0.0,0.0,0.0,0.0,1
70.0,122.0,770.0,0.0,283.0,418.0,0.0,0.0,0.0,0.0,0
70.0,122.0,770.0,0.0,125.0,576.0,0.0,0.0,0.0,0.0,2
70.0,122.0,770.0,0.0,283.0,418.0,0.0,0.0,0.0,0.0,0
69.0,154.0,0.0,406.0,192.0,161.0,0.0,46.0,121.0,524.0,2
69.0,154.0,0.0,411.0,181.0,167.0,0.0,46.0,137.0,508.0,7
69.0,154.0,0.0,413.0,243.0,103.0,0.0,45.0,215.0,431.0,1
69.0,154.0,0.0,380.0,206.0,173.0,0.0,47.0,114.0,530.0,8
69.0,154.0,0.0,411.0,181.0,167.0,0.0,46.0,137.0,508.0,7
69.0,147.0,32.0,699.0,148.0,571.0,0.0,0.0,0.0,0.0,7
69.0,147.0,28.0,700.0,153.0,569.0,0.0,0.0,0.0,0.0,8
69.0,147.0,52.0,684.0,240.0,474.0,0.0,0.0,0.0,0.0,4
69.0,147.0,36.0,693.0,149.0,572.0,0.0,0.0,0.0,0.0,2
69.0,147.0,28.0,700.0,153.0,569.0,0.0,0.0,0.0,0.0,8
69.0,122.0,759.0,0.0,120.0,571.0,0.0,0.0,0.0,0.0,7
69.0,122.0,759.0,0.0,120.0,571.0,0.0,0.0,0.0,0.0,7
69.0,122.0,759.0,0.0,195.0,496.0,0.0,0.0,0.0,0.0,3
69.0,122.0,759.0,0.0,281.0,410.0,0.0,0.0,0.0,0.0,0
69.0,122.0,759.0,0.0,127.0,564.0,0.0,0.0,0.0,0.0,8
68.0,154.0,0.0,407.0,175.0,166.0,0.0,37.0,140.0,504.0,6
68.0,154.0,0.0,418.0,244.0,86.0,0.0,51.0,253.0,377.0,5
68.0,154.0,0.0,366.0,271.0,111.0,0.0,46.0,221.0,414.0,1
68.0,154.0,0.0,393.0,267.0,88.0,0.0,43.0,273.0,365.0,0
68.0,154.0,0.0,408.0,175.0,165.0,0.0,52.0,124.0,505.0,8
68.0,147.0,41.0,679.0,150.0,559.0,0.0,0.0,0.0,0.0,7
68.0,147.0,41.0,679.0,150.0,559.0,0.0,0.0,0.0,0.0,7
68.0,147.0,39.0,690.0,221.0,479.0,0.0,0.0,0.0,0.0,4
68.0,147.0,39.0,690.0,221.0,479.0,0.0,0.0,0.0,0.0,4
68.0,147.0,31.0,683.0,293.0,422.0,0.0,0.0,0.0,0.0,9
68.0,122.0,748.0,0.0,144.0,537.0,0.0,0.0,0.0,0.0,2
68.0,122.0,748.0,0.0,133.0,548.0,0.0,0.0,0.0,0.0,6
68.0,122.0,748.0,0.0,213.0,468.0,0.0,0.0,0.0,0.0,4
68.0,122.0,748.0,0.0,213.0,468.0,0.0,0.0,0.0,0.0,4
68.0,122.0,748.0,0.0,292.0,389.0,0.0,0.0,0.0,0.0,0
67.0,154.0,0.0,407.0,248.0,82.0,0.0,47.0,254.0,370.0,0
67.0,154.0,0.0,404.0,181.0,152.0,0.0,41.0,124.0,506.0,2
67.0,154.0,0.0,396.0,181.0,160.0,0.0,46.0,123.0,502.0,6
67.0,154.0,0.0,404.0,229.0,104.0,0.0,41.0,202.0,428.0,3
67.0,154.0,0.0,407.0,248.0,82.0,0.0,47.0,254.0,370.0,0
67.0,147.0,43.0,665.0,145.0,555.0,0.0,0.0,0.0,0.0,6
67.0,147.0,26.0,684.0,139.0,559.0,0.0,0.0,0.0,0.0,7
67.0,147.0,43.0,672.0,283.0,410.0,0.0,0.0,0.0,0.0,5
67.0,147.0,34.0,675.0,153.0,546.0,0.0,0.0,0.0,0.0,8
67.0,147.0,21.0,680.0,244.0,463.0,0.0,0.0,0.0,0.0,4
67.0,122.0,737.0,0.0,114.0,557.0,0.0,0.0,0.0,0.0,7
67.0,122.0,737.0,0.0,205.0,466.0,0.0,0.0,0.0,0.0,1
67.0,122.0,737.0,0.0,205.0,466.0,0.0,0.0,0.0,0.0,1
67.0,122.0,737.0,1.0,135.0,535.0,0.0,0.0,0.0,0.0,8
67.0,122.0,737.0,0.0,124.0,547.0,0.0,0.0,0.0,0.0,2
66.0,154.0,0.0,389.0,240.0,97.0,0.0,42.0,217.0,402.0,4
66.0,154.0,0.0,380.0,258.0,88.0,0.0,36.0,273.0,352.0,9
66.0,154.0,0.0,380.0,258.0,88.0,0.0,36.0,273.0,352.0,9
66.0,154.0,0.0,368.0,264.0,94.0,0.0,42.0,224.0,395.0,1
66.0,154.0,0.0,399.0,177.0,150.0,0.0,42.0,116.0,503.0,8
66.0,147.0,34.0,660.0,153.0,540.0,0.0,0.0,0.0,0.0,6
66.0,147.0,66.0,638.0,231.0,452.0,0.0,0.0,0.0,0.0,3
66.0,147.0,30.0,671.0,298.0,388.0,0.0,0.0,0.0,0.0,0
66.0,147.0,56.0,650.0,282.0,399.0,0.0,0.0,0.0,0.0,5
66.0,147.0,65.0,642.0,243.0,437.0,0.0,0.0,0.0,0.0,4
66.0,122.0,726.0,0.0,272.0,389.0,0.0,0.0,0.0,0.0,0
66.0,122.0,726.0,0.0,123.0,538.0,0.0,0.0,0.0,0.0,7
66.0,122.0,726.0,0.0,208.0,453.0,0.0,0.0,0.0,0.0,3
66.0,122.0,726.0,0.0,144.0,517.0,0.0,0.0,0.0,0.0,2
66.0,122.0,726.0,0.0,204.0,457.0,0.0,0.0,0.0,0.0,1
65.0,154.0,0.0,370.0,191.0,154.0,0.0,43.0,108.0,500.0,7
65.0,154.0,0.0,357.0,251.0,107.0,0.0,36.0,205.0,410.0,3
65.0,154.0,0.0,357.0,251.0,107.0,0.0,36.0,205.0,410.0,3
65.0,154.0,0.0,384.0,254.0,77.0,0.0,38.0,262.0,351.0,5
65.0,154.0,0.0,374.0,183.0,158.0,0.0,44.0,122.0,485.0,2
65.0,147.0,30.0,661.0,285.0,390.0,0.0,0.0,0.0,0.0,9
65.0,147.0,44.0,645.0,232.0,445.0,0.0,0.0,0.0,0.0,1
65.0,147.0,69.0,629.0,264.0,404.0,0.0,0.0,0.0,0.0,0
65.0,147.0,32.0,662.0,151.0,521.0,0.0,0.0,0.0,0.0,2
65.0,147.0,59.0,638.0,131.0,538.0,0.0,0.0,0.0,0.0,6
65.0,122.0,715.0,0.0,242.0,409.0,0.0,0.0,0.0,0.0,5
65.0,122.0,715.0,0.0,247.0,404.0,0.0,0.0,0.0,0.0,0
65.0,122.0,715.0,0.0,186.0,465.0,0.0,0.0,0.0,0.0,1
65.0,122.0,715.0,0.0,120.0,531.0,0.0,0.0,0.0,0.0,8
65.0,122.0,715.0,0.0,121.0,530.0,0.0,0.0,0.0,0.0,2
64.0,154.0,0.0,366.0,238.0,100.0,0.0,41.0,186.0,414.0,1
64.0,154.0,0.0,395.0,163.0,146.0,0.0,45.0,108.0,488.0,8
64.0,154.0,0.0,367.0,235.0,102.0,0.0,40.0,198.0,403.0,4
64.0,154.0,0.0,366.0,238.0,100.0,0.0,41.0,186.0,414.0,1
64.0,154.0,0.0,376.0,249.0,79.0,0.0,42.0,263.0,336.0,9
64.0,147.0,61.0,626.0,140.0,518.0,0.0,0.0,0.0,0.0,2
64.0,147.0,53.0,632.0,201.0,459.0,0.0,0.0,0.0,0.0,3
64.0,147.0,61.0,626.0,140.0,518.0,0.0,0.0,0.0,0.0,2
64.0,147.0,34.0,643.0,231.0,437.0,0.0,0.0,0.0,0.0,4
64.0,147.0,51.0,629.0,148.0,517.0,0.0,0.0,0.0,0.0,7
64.0,122.0,704.0,0.0,207.0,434.0,0.0,0.0,0.0,0.0,3
64.0,122.0,704.0,0.0,126.0,515.0,0.0,0.0,0.0,0.0,2
64.0,122.0,704.0,0.0,111.0,530.0,0.0,0.0,0.0,0.0,8
64.0,122.0,704.0,0.0,218.0,423.0,0.0,0.0,0.0,0.0,1
64.0,122.0,704.0,0.0,111.0,530.0,0.0,0.0,0.0,0.0,8
63.0,154.0,0.0,367.0,239.0,87.0,0.0,39.0,241.0,351.0,9
63.0,154.0,0.0,364.0,227.0,102.0,0.0,36.0,196.0,399.0,1
63.0,154.0,0.0,367.0,239.0,87.0,0.0,39.0,241.0,351.0,9
63.0,154.0,0.0,362.0,232.0,99.0,0.0,36.0,180.0,415.0,4
63.0,154.0,0.0,379.0,182.0,132.0,0.0,43.0,118.0,470.0,8
63.0,147.0,53.0,611.0,211.0,449.0,0.0,0.0,0.0,0.0,4
63.0,147.0,51.0,619.0,274.0,380.0,0.0,0.0,0.0,0.0,5
63.0,147.0,45.0,622.0,138.0,519.0,0.0,0.0,0.0,0.0,7
63.0,147.0,45.0,625.0,289.0,365.0,0.0,0.0,0.0,0.0,0
63.0,147.0,64.0,607.0,141.0,512.0,0.0,0.0,0.0,0.0,2
63.0,122.0,693.0,0.0,241.0,390.0,0.0,0.0,0.0,0.0,5
63.0,122.0,693.0,0.0,197.0,434.0,0.0,0.0,0.0,0.0,3
63.0,122.0,693.0,0.0,248.0,383.0,0.0,0.0,0.0,0.0,9
63.0,122.0,693.0,0.0,112.0,519.0,0.0,0.0,0.0,0.0,2
63.0,122.0,693.0,0.0,241.0,390.0,0.0,0.0,0.0,0.0,5
62.0,154.0,0.0,362.0,251.0,69.0,0.0,39.0,219.0,363.0,9
62.0,154.0,0.0,362.0,251.0,69.0,0.0,39.0,219.0,363.0,9
62.0,154.0,0.0,353.0,185.0,144.0,0.0,39.0,127.0,455.0,6
62.0,154.0,0.0,355.0,217.0,110.0,0.0,48.0,191.0,382.0,1
62.0,147.0,56.0,605.0,201.0,441.0,0.0,0.0,0.0,0.0,4
62.0,147.0,43.0,620.0,246.0,394.0,0.0,0.0,0.0,0.0,9
62.0,147.0,56.0,605.0,201.0,441.0,0.0,0.0,0.0,0.0,4
62.0,154.0,0.0,359.0,175.0,148.0,0.0,40.0,129.0,452.0,7
62.0,147.0,52.0,610.0,143.0,498.0,0.0,0.0,0.0,0.0,6
62.0,147.0,52.0,609.0,125.0,517.0,0.0,0.0,0.0,0.0,8
62.0,122.0,682.0,0.0,119.0,502.0,0.0,0.0,0.0,0.0,7
62.0,122.0,682.0,0.0,253.0,368.0,0.0,0.0,0.0,0.0,0
62.0,122.0,682.0,0.0,253.0,368.0,0.0,0.0,0.0,0.0,0
62.0,122.0,682.0,1.0,168.0,452.0,0.0,0.0,0.0,0.0,3
62.0,122.0,682.0,0.0,257.0,364.0,0.0,0.0,0.0,0.0,5
61.0,154.0,0.0,372.0,229.0,70.0,0.0,41.0,255.0,315.0,9
61.0,154.0,0.0,369.0,236.0,66.0,0.0,44.0,230.0,337.0,5
61.0,154.0,0.0,350.0,244.0,77.0,0.0,38.0,253.0,320.0,0
61.0,154.0,0.0,353.0,160.0,158.0,0.0,41.0,108.0,462.0,2
61.0,154.0,0.0,369.0,236.0,66.0,0.0,44.0,230.0,337.0,5
61.0,147.0,59.0,592.0,124.0,507.0,0.0,0.0,0.0,0.0,2
61.0,147.0,81.0,571.0,194.0,436.0,0.0,0.0,0.0,0.0,4
61.0,147.0,65.0,581.0,283.0,353.0,0.0,0.0,0.0,0.0,9
61.0,147.0,47.0,602.0,143.0,490.0,0.0,0.0,0.0,0.0,8
61.0,147.0,51.0,596.0,214.0,421.0,0.0,0.0,0.0,0.0,1
61.0,122.0,671.0,0.0,115.0,496.0,0.0,0.0,0.0,0.0,6
61.0,122.0,671.0,0.0,212.0,399.0,0.0,0.0,0.0,0.0,0
61.0,122.0,671.0,0.0,112.0,499.0,0.0,0.0,0.0,0.0,2
61.0,122.0,671.0,0.0,118.0,493.0,0.0,0.0,0.0,0.0,7
61.0,122.0,671.0,0.0,121.0,490.0,0.0,0.0,0.0,0.0,8
60.0,154.0,0.0,369.0,134.0,157.0,0.0,34.0,115.0,452.0,7
60.0,154.0,0.0,352.0,211.0,97.0,0.0,41.0,212.0,348.0,5
60.0,154.0,0.0,358.0,165.0,137.0,0.0,42.0,112.0,447.0,8
60.0,154.0,0.0,369.0,134.0,157.0,0.0,34.0,115.0,452.0,7
60.0,154.0,0.0,359.0,199.0,102.0,0.0,43.0,198.0,360.0,4
60.0,147.0,95.0,553.0,191.0,422.0,0.0,0.0,0.0,0.0,3
60.0,147.0,62.0,586.0,209.0,404.0,0.0,0.0,0.0,0.0,4
60.0,147.0,62.0,586.0,209.0,404.0,0.0,0.0,0.0,0.0,4
60.0,147.0,95.0,553.0,191.0,422.0,0.0,0.0,0.0,0.0,3
60.0,147.0,78.0,565.0,266.0,352.0,0.0,0.0,0.0,0.0,9
